Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_9350794843721516;0.1501;0.1969;0.2000;0.2000;0.3000;0.0333;0.0667;0.2000;0.0157;0.2295;0.6263;4;8;0.0599;0.2459;0.5456;Qwen 2.5-1.5B
ID_8752453650114092;0.3687;0.3138;0.4000;0.2000;0.1500;0.1000;0.1000;0.1500;0.0833;0.0976;0.6815;3;4;0.0927;0.1010;0.6735;Qwen 2.5-1.5B
ID_3935055744673018;0.1218;0.0786;0.0000;0.3000;0.1500;0.0000;0.0714;0.0714;0.0154;0.1057;0.7499;3;3;0.0154;0.1057;0.7499;Qwen 2.5-1.5B
ID_1345781867765758;0.5234;0.4257;1.0000;0.5000;0.2500;0.2632;0.2632;0.2632;0.2632;0.8038;0.7267;7;7;0.2632;0.8038;0.7701;Qwen 2.5-1.5B
ID_7710344461864924;0.0000;0.0670;0.0000;0.0000;0.1500;0.0000;0.0000;0.0600;0.0000;0.1123;0.7481;0;3;0.0076;0.1335;0.6908;Qwen 2.5-1.5B
ID_1840336983035010;0.2411;0.2331;0.4000;0.4000;0.3000;0.0769;0.1538;0.2308;0.0607;0.2823;0.6788;4;6;0.0947;0.3871;0.7343;Qwen 2.5-1.5B
ID_3051627641386529;0.6269;0.5781;0.6000;0.5000;0.3000;0.2500;0.4167;0.5000;0.3000;0.3176;0.5507;5;6;0.3455;0.3374;0.6956;Qwen 2.5-1.5B
ID_0218004426204544;0.0694;0.0844;0.0000;0.1000;0.1000;0.0000;0.0278;0.0556;0.0035;0.0301;0.7907;1;2;0.0085;0.1329;0.7638;Qwen 2.5-1.5B
ID_2774467864626548;0.4930;0.3570;0.6000;0.3000;0.1500;0.1429;0.1429;0.1429;0.1429;0.4280;0.7345;5;6;0.1429;0.4493;0.7400;Qwen 2.5-1.5B
ID_0807993828734491;0.5072;0.3901;0.8000;0.5000;0.4000;0.1250;0.1562;0.2500;0.1109;0.5120;0.6358;5;8;0.1494;0.5266;0.6884;Qwen 2.5-1.5B
ID_9335253053250984;0.3953;0.3597;0.4000;0.5000;0.4000;0.0714;0.1786;0.2857;0.0793;0.6735;0.6588;5;8;0.1261;0.7116;0.6374;Qwen 2.5-1.5B
ID_0232075212409214;0.0284;0.0198;0.0000;0.1000;0.0500;0.0000;0.0476;0.0476;0.0053;0.0253;0.7628;1;1;0.0053;0.0413;0.7687;Qwen 2.5-1.5B
ID_5393628668007180;0.1001;0.1124;0.4000;0.2000;0.1500;0.1000;0.1000;0.1500;0.0500;0.2658;0.6496;2;3;0.0594;0.2810;0.6943;Qwen 2.5-1.5B
ID_4290808161139329;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0149;0.7794;0;0;0.0000;0.0212;0.7662;Qwen 2.5-1.5B
ID_3296934538404596;0.1420;0.2009;0.0000;0.2000;0.2000;0.0000;0.0952;0.1905;0.0175;0.2601;0.4045;2;4;0.0410;0.2653;0.3337;Qwen 2.5-1.5B
ID_6231675319360093;0.2152;0.2152;0.0000;0.2000;0.1000;0.0000;0.4000;0.4000;0.0730;0.5577;0.6554;2;2;0.0730;0.5769;0.6758;Qwen 2.5-1.5B
ID_6284168579617066;0.3024;0.2348;0.4000;0.3000;0.2000;0.0870;0.1304;0.1739;0.0609;0.3786;0.6106;3;4;0.0767;0.3932;0.6180;Qwen 2.5-1.5B
ID_9848311210578810;0.4151;0.3430;0.4000;0.4000;0.3000;0.0435;0.0870;0.1304;0.0580;0.2159;0.6394;4;6;0.0765;0.2374;0.6429;Qwen 2.5-1.5B
ID_5768000922241088;0.5147;0.4563;0.4000;0.3000;0.2000;0.1176;0.1765;0.2353;0.1176;0.2433;0.7254;3;7;0.1357;0.3240;0.7303;Qwen 2.5-1.5B
ID_2647529909397336;0.0784;0.0701;0.0000;0.1000;0.0500;0.0000;0.0385;0.0385;0.0064;0.0578;0.7212;1;2;0.0064;0.1550;0.7561;Qwen 2.5-1.5B
ID_1779931169656381;0.0595;0.0384;0.2000;0.1000;0.0500;0.0303;0.0303;0.0303;0.0152;0.0776;0.7568;1;1;0.0152;0.0866;0.7037;Qwen 2.5-1.5B
ID_1036046601275319;0.0000;0.0765;0.0000;0.0000;0.1000;0.0000;0.0000;0.0667;0.0000;0.0996;0.5656;0;3;0.0057;0.2258;0.6773;Qwen 2.5-1.5B
ID_3929176117729138;0.3381;0.2904;0.6000;0.3000;0.1500;0.2143;0.2143;0.2143;0.1262;0.0680;0.7431;3;3;0.1262;0.1688;0.7408;Qwen 2.5-1.5B
ID_2123038879875164;0.2044;0.1703;0.4000;0.2000;0.1500;0.0526;0.0526;0.0789;0.0439;0.3773;0.7359;2;3;0.0504;0.4442;0.7199;Qwen 2.5-1.5B
ID_3964840204818021;0.3432;0.2539;0.6000;0.4000;0.2500;0.0714;0.0952;0.1190;0.0774;0.5987;0.6863;4;5;0.0833;0.5987;0.7296;Qwen 2.5-1.5B
ID_9867636928092492;0.2668;0.2061;0.4000;0.3000;0.1500;0.0714;0.1071;0.1071;0.0893;0.4928;0.7602;3;5;0.0893;0.5158;0.7531;Qwen 2.5-1.5B
ID_0144465590218939;0.1944;0.1549;0.4000;0.2000;0.1000;0.1000;0.1000;0.1000;0.0325;0.2091;0.6508;2;2;0.0325;0.2091;0.6358;Qwen 2.5-1.5B
ID_0932900035896817;0.2201;0.2123;0.2000;0.1000;0.1500;0.0476;0.0476;0.1429;0.0476;0.0863;0.7137;1;3;0.0604;0.1680;0.6936;Qwen 2.5-1.5B
ID_0041995572099705;0.5568;0.4566;0.6000;0.5000;0.3000;0.1000;0.1667;0.2000;0.1057;0.3243;0.6471;6;7;0.1182;0.3430;0.7367;Qwen 2.5-1.5B
ID_0061106995455595;0.1585;0.1215;0.2000;0.2000;0.1000;0.0385;0.0769;0.0769;0.0187;0.0613;0.7417;2;2;0.0187;0.0822;0.7266;Qwen 2.5-1.5B
ID_0128404227626176;0.1070;0.0690;0.0000;0.2000;0.1000;0.0000;0.0351;0.0351;0.0079;0.2632;0.5810;2;2;0.0079;0.2814;0.4664;Qwen 2.5-1.5B
ID_0161925591909696;0.3317;0.3272;0.4000;0.4000;0.3500;0.0625;0.1250;0.2188;0.0538;0.2303;0.7664;4;7;0.0911;0.3511;0.7260;Qwen 2.5-1.5B
ID_0174325304693036;0.1573;0.1432;0.2000;0.3000;0.2500;0.0208;0.0625;0.1042;0.0226;0.1255;0.7500;3;5;0.0354;0.1309;0.6847;Qwen 2.5-1.5B
ID_0189095897739979;0.7721;0.7097;0.8000;0.7000;0.6500;0.1176;0.2059;0.3824;0.1824;0.1310;0.6400;7;13;0.3012;0.1984;0.6565;Qwen 2.5-1.5B
ID_0229339143607870;0.5542;0.3576;0.8000;0.5000;0.2500;0.1143;0.1429;0.1429;0.1193;0.3025;0.6098;5;5;0.1193;0.3193;0.6659;Qwen 2.5-1.5B
ID_0278717765065500;0.0981;0.0997;0.0000;0.1000;0.1000;0.0000;0.0455;0.0909;0.0076;0.1679;0.7785;1;2;0.0146;0.1832;0.7557;Qwen 2.5-1.5B
ID_0482551013400931;0.6132;0.3957;0.8000;0.6000;0.3000;0.0784;0.1176;0.1176;0.0962;0.3457;0.5030;6;6;0.0962;0.3457;0.5030;Qwen 2.5-1.5B
ID_0486569206159968;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0083;0.7072;0;0;0.0000;0.0083;0.6241;Qwen 2.5-1.5B
ID_0509655225224036;0.1031;0.0835;0.0000;0.2000;0.1000;0.0000;0.0909;0.0909;0.0179;0.0769;0.7186;2;2;0.0179;0.1154;0.7092;Qwen 2.5-1.5B
ID_0516941410000104;0.1678;0.1948;0.0000;0.2000;0.1500;0.0000;0.1250;0.1875;0.0260;0.3600;0.6859;4;6;0.0417;0.4800;0.6174;Qwen 2.5-1.5B
ID_0530966378411625;0.0419;0.0687;0.0000;0.1000;0.1500;0.0000;0.0400;0.1200;0.0044;0.2346;0.6698;2;4;0.0161;0.2840;0.6902;Qwen 2.5-1.5B
ID_0535860239259102;0.1689;0.2142;0.0000;0.3000;0.2500;0.0000;0.1304;0.2174;0.0301;0.2617;0.8077;4;7;0.0604;0.3551;0.6919;Qwen 2.5-1.5B
ID_0578253829444920;0.2704;0.1930;0.6000;0.4000;0.2000;0.1200;0.1600;0.1600;0.1400;0.2509;0.6677;4;4;0.1400;0.2945;0.6623;Qwen 2.5-1.5B
ID_0676101131499422;0.5556;0.4527;0.6000;0.3000;0.1500;0.1765;0.1765;0.1765;0.1765;0.6450;0.3166;3;3;0.1765;0.6450;0.3166;Qwen 2.5-1.5B
ID_0766735065718186;0.3580;0.2804;0.4000;0.3000;0.2500;0.0455;0.0682;0.1136;0.0568;0.2475;0.6168;3;5;0.0708;0.3053;0.7042;Qwen 2.5-1.5B
ID_0848413770343284;0.0157;0.0101;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0041;0.7842;1;1;0.0000;0.0041;0.7979;Qwen 2.5-1.5B
ID_0973550817356564;0.2766;0.2480;0.4000;0.5000;0.3500;0.0541;0.1351;0.1892;0.0721;0.5189;0.6289;5;8;0.0963;0.5591;0.6771;Qwen 2.5-1.5B
ID_0976385386657517;0.2036;0.2948;0.2000;0.4000;0.4000;0.0357;0.1429;0.2857;0.0440;0.1302;0.4658;4;8;0.1088;0.2840;0.4465;Qwen 2.5-1.5B
ID_1041565102315246;0.6348;0.4608;0.8000;0.5000;0.3500;0.1481;0.1852;0.2593;0.1639;0.5273;0.5864;6;8;0.1970;0.7030;0.5903;Qwen 2.5-1.5B
ID_1077091269921532;0.0284;0.0299;0.0000;0.1000;0.0500;0.0000;0.0345;0.0345;0.0038;0.0197;0.8231;1;2;0.0038;0.1207;0.7597;Qwen 2.5-1.5B
ID_1264299192805866;0.0742;0.0922;0.2000;0.2000;0.1500;0.0345;0.0690;0.1034;0.0201;0.1022;0.7913;2;3;0.0281;0.1136;0.7510;Qwen 2.5-1.5B
ID_1305553577433058;0.0734;0.0626;0.0000;0.1000;0.1000;0.0000;0.0192;0.0385;0.0027;0.0541;0.6030;1;2;0.0053;0.0707;0.6192;Qwen 2.5-1.5B
ID_1325667605623244;0.3152;0.3202;0.4000;0.3000;0.3500;0.0444;0.0667;0.1556;0.0333;0.2308;0.6325;3;7;0.0629;0.2552;0.6139;Qwen 2.5-1.5B
ID_1351748125964309;0.2476;0.1850;0.2000;0.2000;0.1000;0.0400;0.0800;0.0800;0.0333;0.2290;0.5742;2;2;0.0333;0.2570;0.5485;Qwen 2.5-1.5B
ID_1409367562944345;0.0000;0.0818;0.0000;0.0000;0.1000;0.0000;0.0000;0.1333;0.0000;0.0770;0.6590;0;2;0.0115;0.1878;0.6812;Qwen 2.5-1.5B
ID_1443260585180322;0.6844;0.5824;0.6000;0.6000;0.5000;0.0714;0.1429;0.2381;0.1186;0.3565;0.6570;6;10;0.1703;0.3927;0.6825;Qwen 2.5-1.5B
ID_1569228929685657;0.0851;0.0549;0.2000;0.1000;0.0500;0.0400;0.0400;0.0400;0.0080;0.1137;0.6178;1;1;0.0080;0.1137;0.5706;Qwen 2.5-1.5B
ID_1572504650930605;0.1505;0.2143;0.0000;0.2000;0.2000;0.0000;0.1053;0.2105;0.0180;0.1353;0.6112;3;7;0.0384;0.1444;0.6667;Qwen 2.5-1.5B
ID_1588571859201066;0.4473;0.3606;0.4000;0.4000;0.3000;0.0455;0.0909;0.1364;0.0523;0.5826;0.6026;4;6;0.0694;0.5826;0.7222;Qwen 2.5-1.5B
ID_1608166528142462;0.1518;0.1746;0.0000;0.2000;0.1500;0.0000;0.1429;0.2143;0.0323;0.1474;0.7247;2;3;0.0457;0.3165;0.7166;Qwen 2.5-1.5B
ID_1608252203113404;0.0000;0.1504;0.0000;0.0000;0.2500;0.0000;0.0000;0.1042;0.0000;0.0046;0.6048;0;5;0.0171;0.1304;0.7029;Qwen 2.5-1.5B
ID_1608392890165390;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0065;0.8179;0;0;0.0000;0.0065;0.7663;Qwen 2.5-1.5B
ID_1682621160901140;0.0784;0.0506;0.0000;0.1000;0.0500;0.0000;0.0227;0.0227;0.0038;0.1300;0.7762;1;1;0.0038;0.1450;0.7934;Qwen 2.5-1.5B
ID_1684574356606924;0.4537;0.3461;0.6000;0.3000;0.1500;0.1875;0.1875;0.1875;0.1719;0.0845;0.6179;3;3;0.1719;0.0923;0.6772;Qwen 2.5-1.5B
ID_1727283700680766;0.1975;0.2162;0.6000;0.3000;0.2000;0.1765;0.1765;0.2353;0.1529;0.2564;0.6109;3;4;0.1725;0.3462;0.6630;Qwen 2.5-1.5B
ID_1827829018668226;0.5145;0.3836;0.8000;0.5000;0.3000;0.1333;0.1667;0.2000;0.1461;0.4015;0.6348;5;6;0.1615;0.4380;0.5846;Qwen 2.5-1.5B
ID_1878688743763378;0.3322;0.2970;0.4000;0.4000;0.3000;0.0741;0.1481;0.2222;0.0578;0.6436;0.5012;4;7;0.0932;0.6535;0.5624;Qwen 2.5-1.5B
ID_1885766127325722;0.0000;0.0070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0335;0.7460;0;1;0.0000;0.2440;0.7590;Qwen 2.5-1.5B
ID_1973878827354750;0.3524;0.3006;0.6000;0.3000;0.2000;0.0857;0.0857;0.1143;0.0648;0.2064;0.6516;3;5;0.0708;0.2462;0.7279;Qwen 2.5-1.5B
ID_1988378870316115;0.0321;0.0256;0.0000;0.1000;0.0500;0.0000;0.0476;0.0476;0.0060;0.1290;0.7379;1;1;0.0060;0.2258;0.7695;Qwen 2.5-1.5B
ID_2129963760543898;0.7058;0.5090;0.8000;0.6000;0.3500;0.1600;0.2400;0.2800;0.2173;0.2554;0.7059;6;8;0.2407;0.2862;0.6698;Qwen 2.5-1.5B
ID_2145668168587564;0.1795;0.2125;0.4000;0.2000;0.2000;0.0690;0.0690;0.1379;0.0483;0.5443;0.6691;2;5;0.0675;0.5949;0.6842;Qwen 2.5-1.5B
ID_2209576799096027;0.0438;0.1114;0.0000;0.1000;0.1000;0.0000;0.0769;0.1538;0.0096;0.1884;0.6777;2;5;0.0214;0.5274;0.5758;Qwen 2.5-1.5B
ID_2220699289355930;0.4203;0.3246;0.6000;0.3000;0.1500;0.1250;0.1250;0.1250;0.1146;0.4018;0.7426;4;4;0.1146;0.4018;0.7054;Qwen 2.5-1.5B
ID_2275032719586397;0.3524;0.2515;0.6000;0.3000;0.1500;0.1111;0.1111;0.1111;0.0840;0.0851;0.5796;3;3;0.0840;0.0851;0.5604;Qwen 2.5-1.5B
ID_2324159515825927;0.2985;0.3346;0.2000;0.2000;0.3000;0.0250;0.0500;0.1500;0.0333;0.2000;0.6450;2;6;0.0621;0.3348;0.6576;Qwen 2.5-1.5B
ID_2482060270236527;0.1495;0.1456;0.2000;0.2000;0.1500;0.0500;0.1000;0.1500;0.0393;0.2014;0.6467;3;5;0.0487;0.3381;0.6869;Qwen 2.5-1.5B
ID_2554853704952225;0.0000;0.0859;0.0000;0.0000;0.1500;0.0000;0.0000;0.0682;0.0000;0.0200;0.8228;0;3;0.0080;0.3133;0.8197;Qwen 2.5-1.5B
ID_2627414712422817;0.0789;0.0686;0.0000;0.1000;0.0500;0.0000;0.0357;0.0357;0.0045;0.1347;0.6863;2;4;0.0045;0.1813;0.7236;Qwen 2.5-1.5B
ID_2636111337875377;0.5173;0.4001;0.4000;0.4000;0.3000;0.0800;0.1600;0.2400;0.1200;0.2687;0.5996;5;7;0.1437;0.2954;0.6920;Qwen 2.5-1.5B
ID_2653769170795641;0.2337;0.1927;0.4000;0.2000;0.1500;0.0769;0.0769;0.1154;0.0385;0.2120;0.5809;2;3;0.0467;0.2446;0.6787;Qwen 2.5-1.5B
ID_2791913950833163;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0032;0.7250;0;0;0.0000;0.0225;0.6878;Qwen 2.5-1.5B
ID_2850235880560929;0.2771;0.2537;0.2000;0.3000;0.2500;0.0385;0.1154;0.1923;0.0596;0.4398;0.6777;3;5;0.0884;0.5542;0.7130;Qwen 2.5-1.5B
ID_2851798514812201;0.5834;0.3911;0.8000;0.5000;0.2500;0.1739;0.2174;0.2174;0.1709;0.4487;0.6296;5;5;0.1709;0.4628;0.7184;Qwen 2.5-1.5B
ID_3085057149388157;0.1389;0.0896;0.2000;0.1000;0.0500;0.0227;0.0227;0.0227;0.0114;0.0310;0.6150;1;1;0.0114;0.0310;0.5634;Qwen 2.5-1.5B
ID_3091742095568302;0.3052;0.2347;0.4000;0.2000;0.1500;0.0625;0.0625;0.0938;0.0437;0.0379;0.5790;2;3;0.0500;0.0448;0.6507;Qwen 2.5-1.5B
ID_3125269649173653;0.3590;0.2317;0.4000;0.2000;0.1000;0.0714;0.0714;0.0714;0.0714;0.1436;0.6404;2;2;0.0714;0.1436;0.6372;Qwen 2.5-1.5B
ID_3150074537946167;0.2887;0.2724;0.2000;0.3000;0.1500;0.1250;0.3750;0.3750;0.1138;0.5227;0.6947;4;6;0.1138;0.5568;0.7197;Qwen 2.5-1.5B
ID_3150103492877008;0.3923;0.3879;0.4000;0.3000;0.2500;0.0870;0.1304;0.2174;0.0888;0.0884;0.7017;6;9;0.1139;0.1020;0.6644;Qwen 2.5-1.5B
ID_3222014752923501;0.3623;0.2697;0.6000;0.3000;0.1500;0.1364;0.1364;0.1364;0.1030;0.1771;0.7215;4;5;0.1030;0.1956;0.7507;Qwen 2.5-1.5B
ID_3325984959083987;0.6165;0.7826;0.6000;0.5000;0.5500;0.2000;0.3333;0.7333;0.2751;0.7716;0.5799;5;13;0.5019;0.8249;0.5547;Qwen 2.5-1.5B
ID_3340828165410597;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0372;0.8081;0;0;0.0000;0.1516;0.7308;Qwen 2.5-1.5B
ID_3347815035685882;0.4372;0.4676;0.6000;0.5000;0.3500;0.1667;0.2778;0.3889;0.1590;0.4498;0.7147;5;9;0.2089;0.5141;0.7116;Qwen 2.5-1.5B
ID_3387018530825694;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0103;0.7010;0;0;0.0000;0.0103;0.7362;Qwen 2.5-1.5B
ID_3427260889880733;0.4702;0.4500;0.8000;0.4000;0.2500;0.3077;0.3077;0.3846;0.2090;0.3533;0.5442;6;7;0.2330;0.4293;0.5508;Qwen 2.5-1.5B
ID_3445472713137548;0.1065;0.2258;0.2000;0.1000;0.1500;0.1000;0.1000;0.3000;0.0200;0.1236;0.7638;1;3;0.0493;0.3006;0.7409;Qwen 2.5-1.5B
ID_3729715298008025;0.4763;0.3810;0.6000;0.5000;0.3500;0.1034;0.1724;0.2414;0.1299;0.3535;0.5999;7;9;0.1630;0.3721;0.5851;Qwen 2.5-1.5B
ID_3738807633557034;0.3643;0.3391;0.4000;0.5000;0.3500;0.0952;0.2381;0.3333;0.1659;0.6916;0.6820;5;8;0.2154;0.7477;0.6625;Qwen 2.5-1.5B
ID_3837157956819433;0.6122;0.4711;0.8000;0.5000;0.3500;0.1538;0.1923;0.2692;0.1640;0.4775;0.5053;5;7;0.2042;0.5195;0.5614;Qwen 2.5-1.5B
ID_3870300970951275;0.6483;0.5147;0.8000;0.6000;0.4500;0.1212;0.1818;0.2727;0.1595;0.5439;0.5233;6;11;0.2089;0.5789;0.5533;Qwen 2.5-1.5B
ID_3919711591553904;0.7385;0.6598;0.6000;0.8000;0.6500;0.0714;0.1905;0.3095;0.1597;0.4967;0.5243;8;13;0.2538;0.5154;0.6436;Qwen 2.5-1.5B
ID_3971396576832634;0.1098;0.0988;0.0000;0.2000;0.1500;0.0000;0.0800;0.1200;0.0181;0.4348;0.7683;2;3;0.0281;0.4831;0.7896;Qwen 2.5-1.5B
ID_3977660018939385;0.0948;0.1667;0.2000;0.1000;0.2000;0.0312;0.0312;0.1250;0.0078;0.0952;0.7425;1;4;0.0254;0.1571;0.7154;Qwen 2.5-1.5B
ID_4061301060228632;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0106;0.6785;0;0;0.0000;0.0106;0.7225;Qwen 2.5-1.5B
ID_4139866243228811;0.1619;0.2882;0.2000;0.2000;0.3500;0.0303;0.0606;0.2121;0.0128;0.3173;0.6232;3;8;0.0661;0.3526;0.6171;Qwen 2.5-1.5B
ID_4149038575526706;0.1635;0.1797;0.2000;0.2000;0.2000;0.0278;0.0556;0.1111;0.0148;0.1716;0.8009;2;5;0.0303;0.2724;0.7575;Qwen 2.5-1.5B
ID_4186411197580812;0.1396;0.0901;0.0000;0.2000;0.1000;0.0000;0.0541;0.0541;0.0099;0.3638;0.7723;2;2;0.0099;0.3638;0.7723;Qwen 2.5-1.5B
ID_4296348942225215;0.1372;0.3899;0.0000;0.1000;0.1000;0.0000;0.5000;1.0000;0.0625;0.0548;0.6636;1;6;0.1250;0.3425;0.7101;Qwen 2.5-1.5B
ID_4482652690766445;0.9266;0.6691;1.0000;0.9000;0.5500;0.0962;0.1731;0.2115;0.1666;0.3163;0.5895;9;11;0.1936;0.3188;0.5260;Qwen 2.5-1.5B
ID_4585253466628293;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0642;0.5927;0;0;0.0000;0.0642;0.7663;Qwen 2.5-1.5B
ID_4621534549550979;0.0851;0.0549;0.2000;0.1000;0.0500;0.0270;0.0270;0.0270;0.0054;0.0187;0.4596;1;1;0.0054;0.0187;0.3790;Qwen 2.5-1.5B
ID_4639530865431823;0.0906;0.2032;0.0000;0.1000;0.2500;0.0000;0.0303;0.1515;0.0051;0.1697;0.7544;2;6;0.0332;0.4182;0.7984;Qwen 2.5-1.5B
ID_4656875806985353;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0345;0.6707;0;0;0.0000;0.0345;0.7099;Qwen 2.5-1.5B
ID_4702999283260777;0.2313;0.1959;0.2000;0.3000;0.2500;0.0244;0.0732;0.1220;0.0387;0.2304;0.7536;3;5;0.0502;0.2458;0.7005;Qwen 2.5-1.5B
ID_4703015447173949;0.4785;0.5149;0.6000;0.3000;0.3500;0.1154;0.1154;0.2692;0.1154;0.5479;0.6768;4;8;0.1744;0.5890;0.6215;Qwen 2.5-1.5B
ID_4720283421615359;0.4441;0.3578;0.6000;0.3000;0.3000;0.0652;0.0652;0.1304;0.0565;0.1632;0.7542;3;7;0.0772;0.1908;0.7175;Qwen 2.5-1.5B
ID_4739118307577897;0.4714;0.3042;0.6000;0.4000;0.2000;0.0750;0.1000;0.1000;0.0750;0.4800;0.4363;4;4;0.0750;0.4800;0.4181;Qwen 2.5-1.5B
ID_4751064542106755;0.4471;0.3873;0.8000;0.4000;0.2500;0.2500;0.2500;0.3125;0.2010;0.2000;0.7675;4;5;0.2219;0.2533;0.7528;Qwen 2.5-1.5B
ID_4765080870408661;0.2863;0.2576;0.2000;0.2000;0.2000;0.0270;0.0541;0.1081;0.0330;0.0189;0.7965;2;4;0.0465;0.0377;0.8067;Qwen 2.5-1.5B
ID_4824419385318370;0.3558;0.3351;0.2000;0.3000;0.3000;0.0303;0.0909;0.1818;0.0480;0.2135;0.6678;3;6;0.0766;0.2323;0.6410;Qwen 2.5-1.5B
ID_4940933921005830;0.4441;0.4349;0.6000;0.3000;0.3500;0.0811;0.0811;0.1892;0.0703;0.6154;0.6294;3;7;0.1140;0.7056;0.5653;Qwen 2.5-1.5B
ID_5012323059073352;0.4095;0.4089;0.4000;0.4000;0.4000;0.0625;0.1250;0.2500;0.0854;0.4835;0.6588;4;9;0.1352;0.4945;0.6739;Qwen 2.5-1.5B
ID_5349740107277233;0.2202;0.2806;0.4000;0.3000;0.3000;0.0741;0.1111;0.2222;0.0426;0.2368;0.7277;4;9;0.0786;0.2368;0.7460;Qwen 2.5-1.5B
ID_5379515759830546;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0040;0.6892;0;0;0.0000;0.0040;0.6658;Qwen 2.5-1.5B
ID_5465930712415985;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3393;0;0;0.0000;0.0000;0.2870;Qwen 2.5-1.5B
ID_5486280310533660;0.7750;0.5782;0.8000;0.8000;0.5000;0.1053;0.2105;0.2632;0.1820;0.4520;0.4944;8;10;0.2254;0.4804;0.6418;Qwen 2.5-1.5B
ID_5605590098640584;0.3751;0.2713;0.8000;0.4000;0.2500;0.1333;0.1333;0.1667;0.1333;0.6019;0.6389;4;7;0.1426;0.6777;0.5784;Qwen 2.5-1.5B
ID_5719239270509869;0.2369;0.1529;0.2000;0.3000;0.1500;0.0179;0.0536;0.0536;0.0172;0.2365;0.6786;3;3;0.0172;0.2365;0.6786;Qwen 2.5-1.5B
ID_5759795720652106;0.2663;0.2968;0.4000;0.4000;0.3000;0.0690;0.1379;0.2069;0.1034;0.2486;0.6721;5;7;0.1364;0.3107;0.6733;Qwen 2.5-1.5B
ID_5822763057370791;0.4632;0.4486;0.6000;0.3000;0.3000;0.1200;0.1200;0.2400;0.1100;0.5055;0.6612;4;7;0.1517;0.5495;0.6497;Qwen 2.5-1.5B
ID_5871402136758674;0.0336;0.0263;0.0000;0.1000;0.0500;0.0000;0.0435;0.0435;0.0048;0.3636;0.7253;1;1;0.0048;0.5636;0.7014;Qwen 2.5-1.5B
ID_5877415967509579;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0219;0.6778;0;0;0.0000;0.0292;0.7582;Qwen 2.5-1.5B
ID_5942068988379022;0.2184;0.1755;0.6000;0.3000;0.1500;0.1000;0.1000;0.1000;0.1000;0.1640;0.5232;4;4;0.1000;0.2017;0.5371;Qwen 2.5-1.5B
ID_6009627088282581;0.0978;0.0882;0.0000;0.1000;0.1000;0.0000;0.0345;0.0690;0.0057;0.3269;0.6087;3;5;0.0098;0.4615;0.6629;Qwen 2.5-1.5B
ID_6072065135325168;0.0951;0.1010;0.2000;0.1000;0.1000;0.0303;0.0303;0.0606;0.0061;0.0625;0.8211;2;3;0.0116;0.0804;0.7388;Qwen 2.5-1.5B
ID_6170215694392885;0.1550;0.1877;0.0000;0.2000;0.2500;0.0000;0.0606;0.1515;0.0119;0.0601;0.7537;3;7;0.0327;0.0862;0.7545;Qwen 2.5-1.5B
ID_6249814039461102;0.1299;0.1972;0.0000;0.2000;0.2500;0.0000;0.0800;0.2000;0.0124;0.4743;0.8144;2;5;0.0465;0.5441;0.7227;Qwen 2.5-1.5B
ID_6266684004174408;0.1057;0.1011;0.0000;0.2000;0.1500;0.0000;0.0588;0.0882;0.0108;0.2420;0.7258;2;3;0.0154;0.3965;0.7666;Qwen 2.5-1.5B
ID_6286838179330044;0.4441;0.3774;0.6000;0.3000;0.2000;0.1111;0.1111;0.1481;0.0963;0.2149;0.6395;3;4;0.1045;0.2149;0.6438;Qwen 2.5-1.5B
ID_6328263723211152;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0870;0.7011;0;0;0.0000;0.0870;0.7011;Qwen 2.5-1.5B
ID_6378129193246016;0.6422;0.4528;0.8000;0.5000;0.3000;0.0930;0.1163;0.1395;0.1124;0.2119;0.6284;5;6;0.1240;0.2356;0.6095;Qwen 2.5-1.5B
