Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_3413049864861519;0.0967;0.1376;0.0000;0.2000;0.2000;0.0000;0.1000;0.2000;0.0163;0.1364;0.5680;0.0387;0.3182;0.6680;2;4;Qwen3.5-4B-QLoRA
ID_3496070172209437;0.6215;0.5179;0.6000;0.6000;0.4500;0.0968;0.1935;0.2903;0.1607;0.2256;0.6243;0.2201;0.3674;0.6063;6;10;Qwen3.5-4B-QLoRA
ID_3524890504250775;0.0374;0.1014;0.0000;0.0000;0.1000;0.0000;0.0000;0.1250;0.0000;0.3294;0.6820;0.0113;0.4346;0.6090;3;8;Qwen3.5-4B-QLoRA
ID_3532765293459410;0.2975;0.2590;0.2000;0.5000;0.3500;0.0250;0.1250;0.1750;0.0690;0.2165;0.5603;0.0930;0.2665;0.6054;5;7;Qwen3.5-4B-QLoRA
ID_3563923906851611;0.3098;0.2427;0.4000;0.4000;0.2000;0.1053;0.2105;0.2105;0.1285;0.3509;0.6019;0.1285;0.3509;0.5282;5;5;Qwen3.5-4B-QLoRA
ID_3569531507114017;0.0786;0.1026;0.2000;0.2000;0.2000;0.0294;0.0588;0.1176;0.0182;0.1804;0.7254;0.0319;0.2268;0.7244;2;4;Qwen3.5-4B-QLoRA
ID_3590884268165249;0.3301;0.2471;0.4000;0.2000;0.1500;0.0500;0.0500;0.0750;0.0417;0.1503;0.2815;0.0461;0.1634;0.3223;2;3;Qwen3.5-4B-QLoRA
ID_3594651355252245;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0068;0.0112;0.0000;0.0068;0.0112;0;0;Qwen3.5-4B-QLoRA
ID_3621433615334969;0.1600;0.1629;0.4000;0.3000;0.2000;0.1176;0.1765;0.2353;0.0627;0.1695;0.6784;0.0824;0.2881;0.7638;5;7;Qwen3.5-4B-QLoRA
ID_3663976246405654;0.1902;0.3271;0.2000;0.2000;0.3500;0.0556;0.1111;0.3889;0.0679;0.5045;0.5215;0.1510;0.5773;0.6745;2;8;Qwen3.5-4B-QLoRA
ID_3664073315037262;0.1841;0.1970;0.0000;0.3000;0.2000;0.0000;0.1500;0.2000;0.0344;0.3298;0.5067;0.0444;0.4826;0.6191;3;5;Qwen3.5-4B-QLoRA
ID_3714905065293466;0.3782;0.3550;0.2000;0.5000;0.3500;0.0370;0.1852;0.2593;0.0965;0.5333;0.5308;0.1268;0.5333;0.6190;6;8;Qwen3.5-4B-QLoRA
ID_3718352314610417;0.3273;0.2112;0.4000;0.3000;0.1500;0.0488;0.0732;0.0732;0.0407;0.2265;0.5481;0.0407;0.2288;0.4492;3;3;Qwen3.5-4B-QLoRA
ID_3746397954560718;0.1583;0.2149;0.2000;0.1000;0.1500;0.0769;0.0769;0.2308;0.0154;0.4255;0.6482;0.0360;0.4681;0.6283;3;7;Qwen3.5-4B-QLoRA
ID_3752951275341381;0.4915;0.4030;0.8000;0.7000;0.4500;0.1081;0.1892;0.2432;0.1544;0.3521;0.6153;0.1846;0.3615;0.6692;7;9;Qwen3.5-4B-QLoRA
ID_3753627053150603;0.4970;0.4559;0.6000;0.5000;0.4500;0.1364;0.2273;0.4091;0.1586;0.3810;0.6809;0.2361;0.4095;0.7022;5;9;Qwen3.5-4B-QLoRA
ID_3837157956819433;0.3708;0.2393;0.6000;0.3000;0.1500;0.1154;0.1154;0.1154;0.0929;0.5736;0.1098;0.0929;0.5736;0.1020;3;3;Qwen3.5-4B-QLoRA
ID_3867942762661182;0.3555;0.3934;0.6000;0.5000;0.5000;0.0882;0.1471;0.2941;0.0895;0.3482;0.6302;0.1727;0.4911;0.6429;5;10;Qwen3.5-4B-QLoRA
ID_3886712611757992;0.1169;0.2247;0.2000;0.1000;0.1500;0.0833;0.0833;0.2500;0.0167;0.4854;0.5509;0.0434;0.5146;0.5738;2;5;Qwen3.5-4B-QLoRA
ID_3919711591553904;0.5839;0.3768;0.8000;0.5000;0.2500;0.0952;0.1190;0.1190;0.1103;0.4858;0.1581;0.1103;0.4858;0.1511;5;5;Qwen3.5-4B-QLoRA
ID_3935638786776109;0.3167;0.2843;0.6000;0.5000;0.3000;0.1579;0.2632;0.3158;0.1310;0.4783;0.6898;0.1468;0.6087;0.6840;6;7;Qwen3.5-4B-QLoRA
ID_3939504645911140;0.0663;0.0696;0.0000;0.1000;0.1000;0.0000;0.0357;0.0714;0.0040;0.0947;0.7467;0.0105;0.5316;0.6820;1;3;Qwen3.5-4B-QLoRA
ID_3950127945486168;0.2813;0.2674;0.4000;0.3000;0.2500;0.1053;0.1579;0.2632;0.0614;0.4487;0.1625;0.0900;0.4487;0.1367;3;5;Qwen3.5-4B-QLoRA
ID_4041211770858318;0.3665;0.3591;0.2000;0.3000;0.2500;0.0400;0.1200;0.2000;0.0620;0.4145;0.5784;0.0852;0.4819;0.6103;3;5;Qwen3.5-4B-QLoRA
ID_4120322936662925;0.3489;0.2804;0.4000;0.4000;0.2000;0.0741;0.1481;0.1481;0.1111;0.2243;0.4327;0.1111;0.2243;0.4249;4;4;Qwen3.5-4B-QLoRA
ID_4125254830545309;0.1130;0.2024;0.0000;0.1000;0.1500;0.0000;0.1250;0.3750;0.0208;0.3155;0.6073;0.0588;0.4759;0.5983;3;5;Qwen3.5-4B-QLoRA
ID_4165114386602896;0.2083;0.1750;0.2000;0.2000;0.1500;0.0400;0.0800;0.1200;0.0300;0.4000;0.4833;0.0392;0.5200;0.4821;2;3;Qwen3.5-4B-QLoRA
ID_4210289862552350;0.3761;0.2890;0.6000;0.3000;0.2000;0.1000;0.1000;0.1333;0.0756;0.2027;0.4541;0.0844;0.3018;0.5928;4;5;Qwen3.5-4B-QLoRA
ID_4408599021040004;0.0948;0.0692;0.2000;0.1000;0.0500;0.0400;0.0400;0.0400;0.0100;0.1531;0.1159;0.0100;0.1531;0.1159;1;1;Qwen3.5-4B-QLoRA
ID_4550717883781091;0.6708;0.4787;0.8000;0.6000;0.3000;0.1429;0.2143;0.2143;0.2032;0.3593;0.4781;0.2032;0.3653;0.3479;6;6;Qwen3.5-4B-QLoRA
ID_4679830870331445;0.1428;0.1697;0.0000;0.2000;0.2000;0.0000;0.0741;0.1481;0.0146;0.1033;0.5862;0.0316;0.4711;0.6161;2;4;Qwen3.5-4B-QLoRA
ID_4735276653354808;0.3379;0.3707;0.4000;0.4000;0.3000;0.1111;0.2222;0.3333;0.1056;0.2530;0.6307;0.1414;0.4796;0.7134;4;6;Qwen3.5-4B-QLoRA
ID_4765080870408661;0.1514;0.2089;0.2000;0.2000;0.2500;0.0270;0.0541;0.1351;0.0114;0.0629;0.5116;0.0355;0.1132;0.4579;2;5;Qwen3.5-4B-QLoRA
ID_4804205224697296;0.5987;0.4956;0.4000;0.5000;0.4000;0.0476;0.1190;0.1905;0.0847;0.1753;0.4185;0.1202;0.2529;0.6828;7;10;Qwen3.5-4B-QLoRA
ID_4830050448543240;0.2237;0.1562;0.4000;0.3000;0.1500;0.0952;0.1429;0.1429;0.0655;0.3333;0.2208;0.0655;0.3333;0.2208;3;3;Qwen3.5-4B-QLoRA
ID_4854372533657671;0.0694;0.1162;0.0000;0.1000;0.1500;0.0000;0.0213;0.0638;0.0027;0.0229;0.5558;0.0097;0.1756;0.6833;1;3;Qwen3.5-4B-QLoRA
ID_4928616387172275;0.2566;0.2019;0.4000;0.2000;0.1500;0.0571;0.0571;0.0857;0.0400;0.1415;0.2890;0.0461;0.1887;0.2674;2;3;Qwen3.5-4B-QLoRA
ID_5006741787749124;0.0451;0.1093;0.0000;0.0000;0.0500;0.0000;0.0000;0.0909;0.0000;0.1489;0.2098;0.0053;0.1915;0.4484;1;2;Qwen3.5-4B-QLoRA
ID_5065411466998527;0.0636;0.1577;0.0000;0.1000;0.2000;0.0000;0.0400;0.1600;0.0040;0.3875;0.6818;0.0298;0.4000;0.6122;1;4;Qwen3.5-4B-QLoRA
ID_5105401635003548;0.2862;0.2875;0.8000;0.4000;0.3500;0.1739;0.1739;0.3043;0.1739;0.1450;0.6213;0.2211;0.2214;0.6979;4;7;Qwen3.5-4B-QLoRA
ID_5118629875846648;0.4374;0.3511;0.4000;0.3000;0.2500;0.0741;0.1111;0.1852;0.0926;0.1889;0.6459;0.1127;0.2684;0.6430;3;5;Qwen3.5-4B-QLoRA
ID_5183458350445779;0.2048;0.1462;0.4000;0.2000;0.1000;0.0690;0.0690;0.0690;0.0287;0.0824;0.4363;0.0287;0.0824;0.2697;2;2;Qwen3.5-4B-QLoRA
ID_5187181156228197;0.0595;0.0384;0.2000;0.1000;0.0500;0.0345;0.0345;0.0345;0.0172;0.1425;0.1586;0.0172;0.1795;0.1592;1;1;Qwen3.5-4B-QLoRA
ID_5265254209364825;0.5225;0.3372;0.6000;0.4000;0.2000;0.0909;0.1212;0.1212;0.0990;0.1532;0.5923;0.0990;0.1532;0.4801;4;4;Qwen3.5-4B-QLoRA
ID_5317385915649516;0.3188;0.2392;0.6000;0.3000;0.2000;0.0577;0.0577;0.0769;0.0308;0.2804;0.7075;0.0350;0.3175;0.7285;3;4;Qwen3.5-4B-QLoRA
ID_5368167403557640;0.2999;0.2081;0.4000;0.3000;0.2000;0.0769;0.1154;0.1538;0.0513;0.0802;0.4625;0.0603;0.0988;0.5574;3;4;Qwen3.5-4B-QLoRA
ID_5424781102486268;0.1299;0.1311;0.0000;0.2000;0.2000;0.0000;0.0588;0.1176;0.0092;0.0982;0.4984;0.0199;0.1697;0.5782;2;4;Qwen3.5-4B-QLoRA
ID_5465930712415985;0.1437;0.2007;0.2000;0.3000;0.4000;0.0286;0.0857;0.2286;0.0260;0.3471;0.6296;0.0813;0.3967;0.6486;3;8;Qwen3.5-4B-QLoRA
ID_5554472337681978;0.0000;0.0652;0.0000;0.0000;0.1000;0.0000;0.0000;0.1053;0.0000;0.1346;0.4624;0.0136;0.2500;0.6171;0;2;Qwen3.5-4B-QLoRA
ID_5717546460597615;0.2201;0.1784;0.2000;0.1000;0.1000;0.0238;0.0238;0.0476;0.0238;0.0046;0.1587;0.0272;0.0046;0.1748;1;2;Qwen3.5-4B-QLoRA
ID_5832250655889116;0.3463;0.3778;0.4000;0.3000;0.3000;0.0667;0.1000;0.2000;0.0643;0.1644;0.6146;0.1036;0.2399;0.5826;3;7;Qwen3.5-4B-QLoRA
ID_5832558504922244;0.3260;0.2104;0.4000;0.3000;0.1500;0.0500;0.0750;0.0750;0.0444;0.4791;0.5898;0.0444;0.5531;0.6399;3;3;Qwen3.5-4B-QLoRA
ID_5871402136758674;0.3647;0.3443;0.6000;0.3000;0.2000;0.1304;0.1304;0.1739;0.1051;0.3455;0.4250;0.1175;0.3455;0.4287;3;5;Qwen3.5-4B-QLoRA
ID_5898801580033554;0.1642;0.1423;0.2000;0.2000;0.1500;0.0250;0.0500;0.0750;0.0125;0.1769;0.5115;0.0179;0.3213;0.5904;2;3;Qwen3.5-4B-QLoRA
ID_5936682335701497;0.2201;0.1706;0.2000;0.1000;0.0500;0.0526;0.0526;0.0526;0.0526;0.0455;0.0709;0.0526;0.0455;0.0709;1;1;Qwen3.5-4B-QLoRA
ID_5957855817378897;0.2201;0.1571;0.2000;0.1000;0.0500;0.0333;0.0333;0.0333;0.0333;0.0539;0.3954;0.0333;0.0539;0.3954;1;1;Qwen3.5-4B-QLoRA
ID_6029111646602279;0.2201;0.1420;0.2000;0.1000;0.0500;0.0370;0.0370;0.0370;0.0370;0.0955;0.1395;0.0370;0.0955;0.1395;1;1;Qwen3.5-4B-QLoRA
ID_6046165866539973;0.0000;0.1144;0.0000;0.0000;0.1000;0.0000;0.0000;0.1250;0.0000;0.1192;0.4024;0.0137;0.2228;0.4914;0;2;Qwen3.5-4B-QLoRA
ID_6072951820735063;0.3240;0.2787;0.6000;0.8000;0.4500;0.1034;0.2759;0.3103;0.1831;0.5942;0.3591;0.2089;0.6159;0.3536;8;9;Qwen3.5-4B-QLoRA
