Autor;nDCG@10;nDCG@20;Precision@5;Precision@10;Precision@20;Recall@5;Recall@10;Recall@20;MAP@10;Coverage@10;Diversity@10;MAP@20;Coverage@20;Diversity@20;Match_Valido@10;Match_Valido@20;Modelo
ID_0144465590218939;0.1363;0.2227;0.2000;0.2000;0.2500;0.0500;0.1000;0.2500;0.0268;0.0182;0.7582;0.0639;0.2273;0.6810;2;5;Qwen3-1.7B-QLoRA
ID_0170762259145267;0.2804;0.1809;0.6000;0.3000;0.1500;0.0698;0.0698;0.0698;0.0698;0.1471;0.0428;0.0698;0.1471;0.0428;3;3;Qwen3-1.7B-QLoRA
ID_0174325304693036;0.2805;0.2778;0.4000;0.4000;0.4000;0.0417;0.0833;0.1667;0.0326;0.1373;0.6607;0.0621;0.2927;0.6377;4;8;Qwen3-1.7B-QLoRA
ID_0228970585981305;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1957;0.1066;0.0000;0.1957;0.1263;0;0;Qwen3-1.7B-QLoRA
ID_0229339143607870;0.4226;0.2727;0.6000;0.5000;0.2500;0.0857;0.1429;0.1429;0.0833;0.3613;0.2196;0.0833;0.3613;0.2196;5;5;Qwen3-1.7B-QLoRA
ID_0277415539607307;0.3396;0.2192;0.4000;0.2000;0.1000;0.0606;0.0606;0.0606;0.0505;0.2567;0.1350;0.0505;0.2567;0.1350;3;3;Qwen3-1.7B-QLoRA
ID_0291695624884565;0.3590;0.2317;0.4000;0.2000;0.1000;0.0408;0.0408;0.0408;0.0408;0.0714;0.1864;0.0408;0.0714;0.1864;2;2;Qwen3-1.7B-QLoRA
ID_0306964533388350;0.2201;0.1607;0.2000;0.1000;0.0500;0.0500;0.0500;0.0500;0.0500;0.0444;0.1374;0.0500;0.0667;0.1821;1;1;Qwen3-1.7B-QLoRA
ID_0321740024191482;0.3877;0.3091;0.4000;0.2000;0.1000;0.0645;0.0645;0.0645;0.0645;0.0578;0.1844;0.0645;0.0578;0.1844;2;2;Qwen3-1.7B-QLoRA
ID_0353944603330456;0.2201;0.1420;0.2000;0.1000;0.0500;0.0172;0.0172;0.0172;0.0172;0.5819;0.1093;0.0172;0.5819;0.1093;1;1;Qwen3-1.7B-QLoRA
ID_0422858064703713;0.1299;0.1496;0.0000;0.2000;0.2000;0.0000;0.0571;0.1143;0.0089;0.2107;0.7025;0.0194;0.2360;0.6692;2;4;Qwen3-1.7B-QLoRA
ID_0433763336350310;0.5036;0.3250;0.4000;0.4000;0.2000;0.0690;0.1379;0.1379;0.1015;0.1090;0.5122;0.1015;0.1090;0.4703;4;4;Qwen3-1.7B-QLoRA
ID_0521334155968808;0.2796;0.2090;0.4000;0.2000;0.1000;0.0833;0.0833;0.0833;0.0833;0.3571;0.5036;0.0833;0.3571;0.4304;2;2;Qwen3-1.7B-QLoRA
ID_0535860239259102;0.3250;0.3129;0.4000;0.3000;0.2000;0.0870;0.1304;0.1739;0.0694;0.3551;0.4897;0.0810;0.4299;0.4063;4;6;Qwen3-1.7B-QLoRA
ID_0544144585124313;0.3590;0.2859;0.4000;0.2000;0.2000;0.0444;0.0444;0.0889;0.0444;0.3918;0.2072;0.0557;0.4714;0.3020;2;4;Qwen3-1.7B-QLoRA
ID_0577007377836185;0.4695;0.3030;0.6000;0.3000;0.1500;0.0789;0.0789;0.0789;0.0724;0.1277;0.2335;0.0724;0.1277;0.2335;4;4;Qwen3-1.7B-QLoRA
ID_0588546982625730;0.7753;0.6390;0.8000;0.7000;0.5500;0.0952;0.1667;0.2619;0.1516;0.2326;0.5188;0.2071;0.3928;0.5261;7;11;Qwen3-1.7B-QLoRA
ID_0654596992211296;0.2867;0.2594;0.2000;0.3000;0.2500;0.0345;0.1034;0.1724;0.0417;0.2542;0.7163;0.0650;0.3184;0.6663;3;5;Qwen3-1.7B-QLoRA
ID_0848413770343284;0.1884;0.1216;0.2000;0.2000;0.1000;0.0435;0.0870;0.0870;0.0290;0.0498;0.1829;0.0290;0.0539;0.2038;2;2;Qwen3-1.7B-QLoRA
ID_0915732258069388;0.4299;0.3368;0.6000;0.3000;0.1500;0.1579;0.1579;0.1579;0.1009;0.1292;0.2826;0.1009;0.1292;0.2826;3;3;Qwen3-1.7B-QLoRA
ID_0932673194762377;0.1635;0.1055;0.2000;0.2000;0.1000;0.0200;0.0400;0.0400;0.0107;0.1315;0.2064;0.0107;0.1357;0.2297;2;2;Qwen3-1.7B-QLoRA
ID_0967035318418472;0.1396;0.1589;0.0000;0.2000;0.2000;0.0000;0.0455;0.0909;0.0083;0.1876;0.6619;0.0179;0.2738;0.6481;2;4;Qwen3-1.7B-QLoRA
ID_0990344839864230;0.0372;0.0318;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0054;0.1906;0.0000;0.0054;0.1906;1;1;Qwen3-1.7B-QLoRA
ID_1041565102315246;0.1677;0.1082;0.2000;0.2000;0.1000;0.0370;0.0741;0.0741;0.0476;0.0939;0.2462;0.0476;0.0939;0.2431;2;2;Qwen3-1.7B-QLoRA
ID_1050516524103988;0.6167;0.4807;0.6000;0.6000;0.3500;0.1364;0.2727;0.3182;0.2003;0.4341;0.3450;0.2292;0.4341;0.3104;6;7;Qwen3-1.7B-QLoRA
ID_1066462335621573;0.2985;0.1926;0.2000;0.2000;0.1000;0.0286;0.0571;0.0571;0.0381;0.4211;0.2477;0.0381;0.4298;0.2421;2;2;Qwen3-1.7B-QLoRA
ID_1122362218673413;0.4598;0.2968;0.8000;0.5000;0.2500;0.1053;0.1316;0.1316;0.1188;0.4627;0.3023;0.1188;0.4776;0.2754;5;5;Qwen3-1.7B-QLoRA
ID_1138639549823932;0.2201;0.1505;0.2000;0.1000;0.0500;0.0250;0.0250;0.0250;0.0250;0.3587;0.1563;0.0250;0.3587;0.1563;1;1;Qwen3-1.7B-QLoRA
ID_1177407730126204;0.0157;0.0121;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3129;0.3016;0.0000;0.3129;0.3016;1;1;Qwen3-1.7B-QLoRA
ID_1218389465274602;0.2517;0.3283;0.4000;0.2000;0.2500;0.1667;0.1667;0.4167;0.1667;0.3253;0.5835;0.2287;0.3855;0.5923;5;11;Qwen3-1.7B-QLoRA
ID_1224532648969159;0.7019;0.4530;0.6000;0.7000;0.3500;0.0789;0.1842;0.1842;0.1489;0.4013;0.2936;0.1489;0.4013;0.2936;7;7;Qwen3-1.7B-QLoRA
ID_1234565160573730;0.4525;0.4709;0.4000;0.2000;0.1500;0.1667;0.1667;0.2500;0.1667;0.4886;0.7109;0.1894;0.5398;0.6674;4;6;Qwen3-1.7B-QLoRA
ID_1272997735344283;0.3265;0.3865;0.2000;0.2000;0.1500;0.0909;0.1818;0.2727;0.1169;0.2154;0.3580;0.1417;0.3077;0.4873;3;4;Qwen3-1.7B-QLoRA
ID_1290711673273506;0.3044;0.2720;0.4000;0.6000;0.3500;0.0870;0.2609;0.3043;0.1346;0.3016;0.5182;0.1580;0.3122;0.4433;6;8;Qwen3-1.7B-QLoRA
ID_1305553577433058;0.5405;0.4474;0.4000;0.5000;0.4000;0.0385;0.0962;0.1538;0.0711;0.0624;0.4622;0.0923;0.2395;0.5245;5;8;Qwen3-1.7B-QLoRA
ID_1351748125964309;0.2288;0.1710;0.4000;0.3000;0.1500;0.0800;0.1200;0.1200;0.0460;0.1262;0.3963;0.0460;0.1262;0.3963;3;3;Qwen3-1.7B-QLoRA
ID_1364246301366731;0.0284;0.0240;0.0000;0.1000;0.0500;0.0000;0.0588;0.0588;0.0065;0.2758;0.5651;0.0065;0.2897;0.5372;1;1;Qwen3-1.7B-QLoRA
ID_1387531666012807;0.3590;0.2317;0.4000;0.2000;0.1000;0.0690;0.0690;0.0690;0.0690;0.0315;0.1794;0.0690;0.0315;0.1660;2;2;Qwen3-1.7B-QLoRA
ID_1511271976880714;0.3033;0.2455;0.4000;0.4000;0.2000;0.0556;0.1111;0.1111;0.0481;0.2000;0.6309;0.0481;0.2083;0.5721;4;4;Qwen3-1.7B-QLoRA
ID_1602277501575415;0.2201;0.1571;0.2000;0.1000;0.0500;0.0333;0.0333;0.0333;0.0333;0.1543;0.6078;0.0333;0.1543;0.5312;1;1;Qwen3-1.7B-QLoRA
ID_1612969183171944;0.0340;0.0281;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0189;0.3444;0.0000;0.0302;0.3014;1;1;Qwen3-1.7B-QLoRA
ID_1661480072159875;0.2935;0.1894;0.2000;0.2000;0.1000;0.0333;0.0667;0.0667;0.0429;0.6190;0.2165;0.0429;0.6190;0.2165;2;2;Qwen3-1.7B-QLoRA
ID_1686212165863890;0.1030;0.1674;0.0000;0.2000;0.2000;0.0000;0.0625;0.1250;0.0130;0.1815;0.4549;0.0320;0.1908;0.4473;2;4;Qwen3-1.7B-QLoRA
ID_1708237858198821;0.1100;0.0823;0.2000;0.1000;0.0500;0.0357;0.0357;0.0357;0.0119;0.3094;0.6823;0.0119;0.3094;0.6523;1;1;Qwen3-1.7B-QLoRA
ID_1717412318563908;0.1664;0.1337;0.2000;0.3000;0.1500;0.0294;0.0882;0.0882;0.0341;0.0363;0.6861;0.0341;0.0363;0.6015;3;3;Qwen3-1.7B-QLoRA
ID_1741102469161036;0.0000;0.0596;0.0000;0.0000;0.0500;0.0000;0.0000;0.1000;0.0000;0.0323;0.4449;0.0067;0.1935;0.5358;0;1;Qwen3-1.7B-QLoRA
ID_1827829018668226;0.0851;0.2347;0.2000;0.1000;0.4000;0.0333;0.0333;0.2667;0.0067;0.1898;0.3837;0.0784;0.4453;0.5528;1;8;Qwen3-1.7B-QLoRA
ID_1836274062343953;0.2462;0.2038;0.4000;0.3000;0.2000;0.0741;0.1111;0.1481;0.0364;0.8462;0.5350;0.0499;0.8462;0.5230;3;5;Qwen3-1.7B-QLoRA
ID_1885766127325722;0.1598;0.1250;0.2000;0.2000;0.1000;0.0476;0.0952;0.0952;0.0254;0.2010;0.3907;0.0254;0.2010;0.3907;5;5;Qwen3-1.7B-QLoRA
ID_1966638146185479;0.4873;0.3267;0.6000;0.4000;0.2000;0.1034;0.1379;0.1379;0.1178;0.4437;0.4776;0.1178;0.4648;0.5322;4;4;Qwen3-1.7B-QLoRA
ID_1994317879078816;0.0545;0.0415;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0690;0.3972;0.0000;0.2284;0.5515;2;2;Qwen3-1.7B-QLoRA
ID_2002515486942024;0.2796;0.1804;0.4000;0.2000;0.1000;0.0513;0.0513;0.0513;0.0513;0.0233;0.1984;0.0513;0.0233;0.1984;2;2;Qwen3-1.7B-QLoRA
ID_2044247985726091;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0156;0.2827;0.0000;0.0156;0.2827;0;0;Qwen3-1.7B-QLoRA
ID_2086707959173246;0.1389;0.1450;0.2000;0.1000;0.1500;0.0357;0.0357;0.1071;0.0179;0.2448;0.4513;0.0321;0.2587;0.4776;1;3;Qwen3-1.7B-QLoRA
ID_2129963760543898;0.3726;0.2843;0.2000;0.5000;0.3000;0.0400;0.2000;0.2400;0.0807;0.5908;0.5621;0.0940;0.6769;0.5484;5;7;Qwen3-1.7B-QLoRA
ID_2220699289355930;0.1600;0.1482;0.2000;0.2000;0.1500;0.0417;0.0833;0.1250;0.0556;0.3616;0.4668;0.0660;0.3661;0.4201;2;3;Qwen3-1.7B-QLoRA
ID_2324159515825927;0.5174;0.4119;0.6000;0.4000;0.3000;0.0750;0.1000;0.1500;0.0788;0.2382;0.4959;0.1026;0.2539;0.4358;4;6;Qwen3-1.7B-QLoRA
ID_2364016372924935;0.4545;0.4310;0.4000;0.4000;0.4000;0.0541;0.1081;0.2162;0.0641;0.3399;0.7347;0.1060;0.4532;0.7055;4;8;Qwen3-1.7B-QLoRA
ID_2426330204919814;0.6410;0.5290;0.6000;0.8000;0.5500;0.0769;0.2051;0.2821;0.1618;0.6667;0.3612;0.2258;0.6863;0.3497;9;12;Qwen3-1.7B-QLoRA
ID_2538824540800669;0.5700;0.5936;0.6000;0.5000;0.4500;0.1579;0.2632;0.4737;0.2143;0.2549;0.5825;0.3147;0.4216;0.6310;5;9;Qwen3-1.7B-QLoRA
ID_2543067198319684;0.3629;0.2482;0.2000;0.3000;0.1500;0.0455;0.1364;0.1364;0.0755;0.2394;0.1019;0.0755;0.2394;0.1019;3;3;Qwen3-1.7B-QLoRA
ID_2627414712422817;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0881;0.0631;0.0000;0.0881;0.0626;0;0;Qwen3-1.7B-QLoRA
ID_2653769170795641;0.1693;0.1266;0.0000;0.3000;0.1500;0.0000;0.1154;0.1154;0.0288;0.1739;0.6801;0.0288;0.2011;0.6999;3;3;Qwen3-1.7B-QLoRA
ID_2662364620923506;0.1100;0.0878;0.2000;0.1000;0.0500;0.0588;0.0588;0.0588;0.0196;0.6383;0.2363;0.0196;0.6383;0.2226;1;1;Qwen3-1.7B-QLoRA
ID_2691497637313274;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0289;0.3241;0.0000;0.0289;0.3241;0;0;Qwen3-1.7B-QLoRA
ID_2714004273523549;0.6028;0.4670;0.4000;0.6000;0.4000;0.0408;0.1224;0.1633;0.0765;0.0488;0.3255;0.1031;0.0495;0.3251;6;8;Qwen3-1.7B-QLoRA
ID_2864595160355410;0.4915;0.4142;0.6000;0.5000;0.3000;0.1579;0.2632;0.3158;0.1689;0.2562;0.2202;0.1976;0.2562;0.1953;5;7;Qwen3-1.7B-QLoRA
ID_2929963416385218;0.7084;0.4956;0.8000;0.6000;0.3500;0.1081;0.1622;0.1892;0.1486;0.1915;0.2192;0.1644;0.2234;0.2526;6;7;Qwen3-1.7B-QLoRA
ID_2961250776014138;0.1490;0.1623;0.2000;0.2000;0.1500;0.0769;0.1538;0.2308;0.0641;0.3560;0.2286;0.0819;0.4076;0.4169;2;3;Qwen3-1.7B-QLoRA
ID_3059520185406581;0.3149;0.2816;0.4000;0.2000;0.2000;0.0645;0.0645;0.1290;0.0484;0.3532;0.2629;0.0613;0.3688;0.2473;2;4;Qwen3-1.7B-QLoRA
ID_3091742095568302;0.1465;0.1416;0.4000;0.2000;0.1500;0.0625;0.0625;0.0938;0.0229;0.0552;0.6201;0.0281;0.1034;0.6450;2;3;Qwen3-1.7B-QLoRA
ID_3107924103069456;0.2266;0.1847;0.6000;0.3000;0.2000;0.0667;0.0667;0.0889;0.0426;0.1139;0.6396;0.0500;0.1683;0.6328;3;4;Qwen3-1.7B-QLoRA
ID_3256932358053453;0.1206;0.1048;0.0000;0.1000;0.0500;0.0000;0.0833;0.0833;0.0139;0.2443;0.4139;0.0139;0.2443;0.4139;2;2;Qwen3-1.7B-QLoRA
ID_3258168964977007;0.0000;0.0454;0.0000;0.0000;0.0500;0.0000;0.0000;0.0588;0.0000;0.0000;0.1357;0.0045;0.1053;0.2313;0;1;Qwen3-1.7B-QLoRA
ID_3314639624288740;0.0868;0.0698;0.4000;0.2000;0.1000;0.0952;0.0952;0.0952;0.0349;0.0725;0.3808;0.0349;0.0755;0.4236;2;2;Qwen3-1.7B-QLoRA
ID_3341755886753117;0.1709;0.3404;0.4000;0.3000;0.4000;0.0952;0.1429;0.3810;0.0468;0.3571;0.3883;0.1522;0.3571;0.5355;4;10;Qwen3-1.7B-QLoRA
ID_3387018530825694;0.1891;0.1937;0.4000;0.2000;0.1500;0.1053;0.1053;0.1579;0.0789;0.2577;0.4070;0.0921;0.3196;0.5706;2;3;Qwen3-1.7B-QLoRA
ID_3413049864861519;0.3349;0.2636;0.4000;0.4000;0.2000;0.1000;0.2000;0.2000;0.1437;0.1591;0.4829;0.1437;0.1591;0.4042;4;4;Qwen3-1.7B-QLoRA
ID_3496070172209437;0.3392;0.2538;0.4000;0.2000;0.2000;0.0645;0.0645;0.1290;0.0538;0.1070;0.2645;0.0674;0.1698;0.2908;3;6;Qwen3-1.7B-QLoRA
ID_3524890504250775;0.1431;0.1172;0.2000;0.1000;0.0500;0.0625;0.0625;0.0625;0.0312;0.3579;0.4962;0.0312;0.3579;0.4309;4;4;Qwen3-1.7B-QLoRA
ID_3532765293459410;0.2118;0.2177;0.2000;0.4000;0.3000;0.0250;0.1000;0.1500;0.0339;0.2606;0.5838;0.0522;0.4459;0.6384;4;6;Qwen3-1.7B-QLoRA
ID_3563923906851611;0.1138;0.1711;0.2000;0.1000;0.1500;0.0526;0.0526;0.1579;0.0263;0.0000;0.2118;0.0464;0.1228;0.2106;2;4;Qwen3-1.7B-QLoRA
ID_3569531507114017;0.0284;0.0183;0.0000;0.1000;0.0500;0.0000;0.0294;0.0294;0.0033;0.1753;0.7054;0.0033;0.2320;0.5646;1;1;Qwen3-1.7B-QLoRA
ID_3590884268165249;0.3514;0.2268;0.6000;0.3000;0.1500;0.0750;0.0750;0.0750;0.0525;0.0523;0.5584;0.0525;0.0523;0.4373;3;3;Qwen3-1.7B-QLoRA
ID_3594651355252245;0.4520;0.4109;0.6000;0.4000;0.3000;0.1429;0.1905;0.2857;0.1548;0.1252;0.6375;0.1984;0.1524;0.5249;6;8;Qwen3-1.7B-QLoRA
ID_3621433615334969;0.2049;0.2165;0.4000;0.3000;0.2500;0.1176;0.1765;0.2941;0.1000;0.0169;0.6337;0.1459;0.0847;0.6521;5;7;Qwen3-1.7B-QLoRA
ID_3663976246405654;0.3438;0.3588;0.4000;0.4000;0.3000;0.1111;0.2222;0.3333;0.1056;0.2636;0.6531;0.1586;0.3045;0.6484;5;7;Qwen3-1.7B-QLoRA
ID_3664073315037262;0.1577;0.1786;0.2000;0.3000;0.2000;0.0500;0.1500;0.2000;0.0417;0.3539;0.4694;0.0598;0.3619;0.4269;3;4;Qwen3-1.7B-QLoRA
ID_3714905065293466;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1333;0.0719;0.0000;0.1333;0.0719;0;0;Qwen3-1.7B-QLoRA
ID_3718352314610417;0.2394;0.3245;0.2000;0.3000;0.4000;0.0244;0.0732;0.1951;0.0224;0.2014;0.5385;0.0639;0.3501;0.5874;3;8;Qwen3-1.7B-QLoRA
ID_3746397954560718;0.2893;0.2345;0.2000;0.2000;0.1000;0.0769;0.1538;0.1538;0.0577;0.1064;0.2633;0.0577;0.1064;0.2633;3;3;Qwen3-1.7B-QLoRA
ID_3752951275341381;0.2489;0.1669;0.4000;0.2000;0.1000;0.0541;0.0541;0.0541;0.0315;0.3192;0.3280;0.0315;0.3192;0.3280;2;2;Qwen3-1.7B-QLoRA
ID_3753627053150603;0.3430;0.2214;0.4000;0.4000;0.2000;0.0909;0.1818;0.1818;0.0788;0.0667;0.6434;0.0788;0.0952;0.6122;4;4;Qwen3-1.7B-QLoRA
ID_3837157956819433;0.3996;0.2579;0.6000;0.3000;0.1500;0.1154;0.1154;0.1154;0.1058;0.5435;0.0934;0.1058;0.5435;0.0934;3;3;Qwen3-1.7B-QLoRA
ID_3867942762661182;0.2825;0.2316;0.4000;0.4000;0.3000;0.0588;0.1176;0.1765;0.0706;0.2054;0.6174;0.0928;0.4196;0.6279;4;6;Qwen3-1.7B-QLoRA
ID_3886712611757992;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0803;0.0000;0.0000;0.0800;0;0;Qwen3-1.7B-QLoRA
